step,score,cells
6250,0.0,9
12500,0.0,12
18750,0.0,16
25000,0.0,19
31250,0.0,21
37500,0.0,25
43750,0.0,25
50000,0.0,31
56250,0.0,35
62500,0.0,36
68750,0.0,36
75000,0.0,36
81250,0.0,37
87500,0.0,38
93750,0.0,40
100000,0.0,40
106250,0.0,42
112500,0.0,42
118750,0.0,43
125000,0.0,43
131250,0.0,43
137500,0.0,43
143750,0.0,45
150000,0.0,46
156250,0.0,46
162500,0.0,46
168750,0.0,46
175000,0.0,46
181250,0.0,47
187500,0.0,47
193750,0.0,47
200000,0.0,47
206250,0.0,49
212500,0.0,50
218750,0.0,51
225000,0.0,52
231250,0.0,55
237500,0.0,55
243750,0.0,55
250000,0.0,56
256250,0.0,57
262500,0.0,58
268750,0.0,59
275000,0.0,61
281250,0.0,62
287500,0.0,63
293750,0.0,63
300000,0.0,64
306250,0.0,65
312500,0.0,66
318750,0.0,67
325000,0.0,67
331250,0.0,67
337500,0.0,68
343750,0.0,69
350000,0.0,70
356250,0.0,72
362500,0.0,73
368750,0.0,73
375000,0.0,74
381250,0.0,74
387500,0.0,75
393750,0.0,75
400000,0.0,75
406250,0.0,80
412500,0.0,80
418750,0.0,80
425000,0.0,82
431250,0.0,82
437500,0.0,83
443750,0.0,83
450000,0.0,83
456250,0.0,83
462500,0.0,84
468750,0.0,86
475000,0.0,86
481250,0.0,86
487500,0.0,86
493750,0.0,88
500000,0.0,89
506250,0.0,89
512500,0.0,89
518750,0.0,91
525000,0.0,92
531250,0.0,94
537500,0.0,94
543750,0.0,94
550000,0.0,94
556250,0.0,94
562500,0.0,96
568750,0.0,97
575000,0.0,98
581243,0.0,98
587471,0.0,98
593719,0.0,98
599955,0.0,99
606205,0.0,99
612440,0.0,99
618675,0.0,99
624917,0.0,99
631164,0.0,99
637405,0.0,99
643655,0.0,101
649905,0.0,102
656155,0.0,102
662397,0.0,103
668631,0.0,103
674862,0.0,103
681104,0.0,104
687292,0.0,106
693525,0.0,106
699775,0.0,107
706018,0.0,108
712268,0.0,109
718481,0.0,109
724717,0.0,109
730952,0.0,109
737201,0.0,109
743419,0.0,109
749669,0.0,109
755901,0.0,109
762151,0.0,110
768393,0.0,110
774634,0.0,110
780866,0.0,110
787116,0.0,110
793366,0.0,111
799608,0.0,111
805850,0.0,112
812085,0.0,113
818282,0.0,113
824516,0.0,113
830758,0.0,113
837000,0.0,113
843229,0.0,114
849457,0.0,115
855680,0.0,116
861919,0.0,116
868159,0.0,117
874408,0.0,119
880632,0.0,121
886844,0.0,122
892936,0.0,123
899149,0.0,124
905351,0.0,124
911461,0.0,125
917694,0.0,125
923882,0.0,125
930088,0.0,126
936293,0.0,126
942493,0.0,127
948678,0.0,127
954846,0.0,127
961056,0.0,128
967232,0.0,128
973408,0.0,128
979658,0.0,130
985882,0.0,132
992012,0.0,132
998247,0.0,132
1004497,0.0,132
