step,score,cells
6250,0.0,6
12500,0.0,8
18750,0.0,10
25000,0.0,12
31250,0.0,13
37500,0.0,16
43750,0.0,16
50000,0.0,20
56250,0.0,23
62500,0.0,24
68750,0.0,24
75000,0.0,28
81250,0.0,28
87500,0.0,29
93750,0.0,33
100000,0.0,33
106250,0.0,33
112500,0.0,34
118750,0.0,35
125000,0.0,35
131250,0.0,35
137500,0.0,46
143724,0.0,46
149953,0.0,46
156156,0.0,53
162215,0.0,53
168196,0.0,54
174351,0.0,55
180477,0.0,55
186563,0.0,56
192698,0.0,56
198865,0.0,56
205076,0.0,57
211271,0.0,61
217461,0.0,61
223629,0.0,61
229735,0.0,62
235896,0.0,64
242115,0.0,64
248300,0.0,67
254444,0.0,67
260663,0.0,67
266886,0.0,67
273053,0.0,67
279286,0.0,67
285527,0.0,68
291656,0.0,70
297847,0.0,71
303988,0.0,71
310107,0.0,71
316288,0.0,73
322465,0.0,73
328611,0.0,76
334301,0.0,80
340355,0.0,83
346355,0.0,84
352382,0.0,84
358510,0.0,84
364633,0.0,85
370784,0.0,85
376921,0.0,85
383019,0.0,87
388993,0.0,88
395069,0.0,89
401072,0.0,91
407174,0.0,92
413202,0.0,92
419302,0.0,93
425384,0.0,93
431499,0.0,93
437615,0.0,94
443308,0.0,94
449466,0.0,96
455516,0.0,97
461504,0.0,97
467604,0.0,98
473715,0.0,100
479828,0.0,103
485835,0.0,103
491963,0.0,103
497946,0.0,104
504051,0.0,106
510176,0.0,106
516156,0.0,107
522346,0.0,109
528428,0.0,110
534579,0.0,110
540691,0.0,110
546777,0.0,110
552804,0.0,110
558879,0.0,111
564937,0.0,111
571103,0.0,112
577231,0.0,113
583169,0.0,113
589237,0.0,113
595337,0.0,113
601468,0.0,117
607551,0.0,117
613712,0.0,117
619875,0.0,117
625973,0.0,117
632043,0.0,117
638090,0.0,118
644115,0.0,118
650227,0.0,118
656357,0.0,118
662547,0.0,118
668617,0.0,118
674802,0.0,119
680976,0.0,119
687083,0.0,120
693300,0.0,120
699420,0.0,121
705629,0.0,121
711787,0.0,122
717841,0.0,123
724005,0.0,123
730003,0.0,123
736142,0.0,123
742357,0.0,123
748479,0.0,123
754581,0.0,123
760515,0.0,123
766617,0.0,124
772693,0.0,124
778876,0.0,124
784971,0.0,125
791111,0.0,126
797235,0.0,126
803379,0.0,126
809501,0.0,126
815575,0.0,126
821674,0.0,126
827788,0.0,126
833952,0.0,126
840006,0.0,126
846010,0.0,127
852191,0.0,127
858334,0.0,127
864441,0.0,127
870610,0.0,127
876777,0.0,127
882908,0.0,128
889019,0.0,128
895128,0.0,128
901302,0.0,128
907469,0.0,128
913628,0.0,129
919776,0.0,130
926008,0.0,130
932086,0.0,130
938202,0.0,131
944418,0.0,132
950477,0.0,132
956547,0.0,132
962674,0.0,132
968782,0.0,134
974963,0.0,134
981090,0.0,134
987194,0.0,134
993365,0.0,134
999457,0.0,135
1005203,0.0,135
1011266,0.0,135
1017314,0.0,135
1023444,0.0,135
1029543,0.0,136
1035698,0.0,136
1041766,0.0,137
1047863,0.0,137
1054049,0.0,137
1060091,0.0,137
1066176,0.0,137
1072283,0.0,137
1078382,0.0,137
1084432,0.0,138
1090627,0.0,139
1096830,0.0,139
1102836,0.0,139
1108865,0.0,139
1114947,0.0,139
1121082,0.0,139
1127239,0.0,139
1133442,0.0,140
1139484,0.0,141
1145473,0.0,141
1151584,0.0,141
1157702,0.0,141
1163820,0.0,144
1169939,0.0,145
1176080,0.0,146
1182242,0.0,148
1188429,0.0,150
1194573,0.0,150
1200664,0.0,152
1206749,0.0,153
1212793,0.0,154
1218882,0.0,154
1225054,0.0,155
1231201,0.0,156
1237306,0.0,156
1243403,0.0,156
1249534,0.0,157
1255587,0.0,157
1261553,0.0,157
1267628,0.0,157
1273728,0.0,158
1279877,0.0,159
1285994,0.0,159
1292099,0.0,160
1298270,0.0,162
1304235,0.0,162
1310397,0.0,163
1316395,0.0,163
1322448,0.0,163
1328348,0.0,163
1334248,0.0,163
1340390,0.0,163
1346477,0.0,163
1352518,0.0,164
1358606,0.0,164
1364630,0.0,165
1370699,0.0,165
1376776,0.0,165
1382910,0.0,165
1388994,0.0,165
1395070,0.0,165
1401195,0.0,166
1407309,0.0,166
1413397,0.0,166
1419417,0.0,166
1425497,0.0,166
1431564,0.0,166
1437533,0.0,166
1443545,0.0,167
1449633,0.0,167
1455705,0.0,168
1461816,0.0,168
1467918,0.0,169
1474057,0.0,169
1480164,0.0,169
1486184,0.0,170
1492209,0.0,171
1498310,0.0,172
1504471,0.0,173
1510580,0.0,173
1516742,0.0,174
1522940,0.0,174
1529086,0.0,174
1535113,0.0,175
1541122,0.0,177
1547293,0.0,177
1553373,0.0,177
1559517,0.0,177
1565667,0.0,177
1571807,0.0,177
1577817,0.0,178
1583761,0.0,179
1589840,0.0,179
1595901,0.0,179
1601799,0.0,179
1607940,0.0,179
1613823,0.0,179
1619859,0.0,179
1625793,0.0,180
1631901,0.0,182
1637977,0.0,182
1643961,0.0,182
1650088,0.0,182
1656212,0.0,182
1662239,0.0,182
1668309,0.0,182
1674312,0.0,182
1680416,0.0,184
1686498,0.0,184
1692628,0.0,184
1698679,0.0,184
1704830,0.0,184
1710765,0.0,184
1716770,0.0,184
1722859,0.0,185
1728908,0.0,185
1734924,0.0,185
1740992,0.0,185
1746984,0.0,185
1753143,0.0,186
1759212,0.0,186
1765316,0.0,186
1771396,0.0,186
1777414,0.0,188
1783509,0.0,188
1789579,0.0,189
1795800,0.0,189
1801991,0.0,189
1808166,0.0,189
1814320,0.0,189
1820375,0.0,189
1826481,0.0,189
1832582,0.0,189
1838793,0.0,191
1845001,0.0,192
1851072,0.0,193
1857178,0.0,193
1863242,0.0,193
1869373,0.0,193
1875499,0.0,193
1881497,0.0,193
1887607,0.0,193
1893698,0.0,193
1899848,0.0,194
1905988,0.0,194
1912161,0.0,194
1918249,0.0,194
1924407,0.0,196
1930488,0.0,196
1936588,0.0,196
1942463,0.0,197
1948544,0.0,197
1954683,0.0,197
1960734,0.0,197
1966838,0.0,197
1972873,0.0,197
1978981,0.0,198
1985054,0.0,198
1991127,0.0,198
1997261,0.0,198
2003303,0.0,198
2009428,0.0,198
2015524,0.0,198
2021474,0.0,199
2027582,0.0,200
2033583,0.0,200
2039798,0.0,200
2045951,0.0,200
2052097,0.0,200
2058319,0.0,200
2064383,0.0,200
2070466,0.0,200
2076567,0.0,200
2082694,0.0,200
2088735,0.0,200
2094775,0.0,200
2100836,0.0,200
2106794,0.0,200
2112933,0.0,200
2118968,0.0,201
2125042,0.0,201
2131143,0.0,201
2137271,0.0,201
2143374,0.0,202
2149366,0.0,202
2155457,0.0,203
2161569,0.0,203
2167674,0.0,204
2173727,0.0,204
2179766,0.0,205
2185821,0.0,205
2191899,0.0,206
2198081,0.0,206
2204229,0.0,206
2210259,0.0,206
2216364,0.0,206
2222348,0.0,207
2228015,0.0,208
2234030,0.0,209
2240211,0.0,209
2246258,0.0,209
2252333,0.0,209
2258280,0.0,209
2264333,0.0,209
2270438,0.0,209
2276517,0.0,209
2282494,0.0,210
2288575,0.0,210
2294636,0.0,210
2300815,0.0,211
2306935,0.0,212
2312782,0.0,212
2318787,0.0,212
2324662,0.0,212
2330727,0.0,213
2336650,0.0,213
2342753,0.0,213
2348856,0.0,213
2354993,0.0,213
2361013,0.0,213
2366972,0.0,213
2372991,0.0,213
2379106,0.0,213
2385142,0.0,214
2390780,0.0,214
2396742,0.0,214
2402644,0.0,214
2408774,0.0,214
2414679,0.0,214
2420738,0.0,214
2426606,0.0,214
2432670,0.0,215
2438716,0.0,215
2444708,0.0,215
2450830,0.0,215
2456857,0.0,216
2462430,0.0,216
2468204,0.0,216
2474273,0.0,216
2480305,0.0,216
2486249,0.0,216
2492252,0.0,216
2498110,0.0,216
2504092,0.0,217
2509886,0.0,217
2515988,0.0,218
2521860,0.0,219
2527909,0.0,220
2534000,0.0,220
2539971,0.0,220
2545936,0.0,220
2552008,0.0,220
2558089,0.0,220
2564025,0.0,220
2570108,0.0,220
2576212,0.0,220
2582325,0.0,220
2588331,0.0,220
2594364,0.0,221
2600360,0.0,221
2606340,0.0,222
2612323,0.0,223
2618232,0.0,224
2624112,0.0,224
2630105,0.0,224
2636065,0.0,224
2642030,0.0,225
2647994,0.0,225
2654139,0.0,225
2660129,0.0,225
2666234,0.0,226
2672133,0.0,226
2677933,0.0,226
2683978,0.0,226
2689881,0.0,227
2695944,0.0,227
2701920,0.0,227
2707817,0.0,227
2713822,0.0,227
2719780,0.0,227
2725770,0.0,227
2731781,0.0,227
2737869,0.0,227
2743879,0.0,227
2749994,0.0,227
2756090,0.0,227
2762030,0.0,227
2768226,0.0,227
2774348,0.0,227
2780317,0.0,227
2786282,0.0,228
2792050,0.0,228
2798016,0.0,228
2803995,0.0,228
2810071,0.0,228
2816034,0.0,228
2821917,0.0,228
2827891,0.0,228
2833877,0.0,228
2840040,0.0,229
2845995,0.0,229
2852137,0.0,229
2858216,0.0,229
2864197,0.0,230
2870290,0.0,230
2876254,0.0,230
2882292,0.0,230
2888397,0.0,230
2894392,0.0,230
2900366,0.0,230
2906436,0.0,230
2912553,0.0,230
2918608,0.0,231
2924650,0.0,231
2930663,0.0,231
2936735,0.0,231
2942764,0.0,233
2948879,0.0,234
2954880,0.0,235
2960761,0.0,235
2966819,0.0,236
2972902,0.0,236
2978805,0.0,236
2984970,0.0,236
2991012,0.0,236
2997160,0.0,236
3003207,0.0,236
3009203,0.0,236
3015168,0.0,236
3021097,0.0,236
3027083,0.0,236
3033179,0.0,236
3039193,0.0,236
3045235,0.0,236
3051361,0.0,236
3057245,0.0,236
3063275,0.0,236
3069418,0.0,236
3075372,0.0,236
3081464,0.0,236
3087390,0.0,236
3093273,0.0,236
3099223,0.0,236
3105260,0.0,236
3111274,0.0,237
3117352,0.0,238
3123360,0.0,239
3129339,0.0,239
3135373,0.0,239
3141354,0.0,239
3147476,0.0,239
3153446,0.0,239
3159597,0.0,239
3165706,0.0,240
3171833,0.0,241
3177694,0.0,241
3183731,0.0,242
3189758,0.0,242
3195861,0.0,242
3201862,0.0,242
3207882,0.0,242
3213927,0.0,242
3220007,0.0,242
3226088,0.0,242
3232031,0.0,242
3237962,0.0,242
3244112,0.0,242
3250198,0.0,242
3256353,0.0,242
3262466,0.0,242
3268547,0.0,242
3274535,0.0,243
3280474,0.0,243
3286415,0.0,243
3292467,0.0,243
3298414,0.0,243
3304410,0.0,243
3310466,0.0,243
3316387,0.0,245
3322348,0.0,245
3328208,0.0,246
3334311,0.0,247
3340178,0.0,247
3346106,0.0,247
3352266,0.0,247
3358340,0.0,247
3364337,0.0,247
3370396,0.0,248
3376330,0.0,248
3382337,0.0,248
3388413,0.0,248
3394416,0.0,248
3400462,0.0,249
3406448,0.0,249
3412506,0.0,249
3418493,0.0,249
3424542,0.0,250
3430602,0.0,250
3436712,0.0,250
3442672,0.0,250
3448733,0.0,250
3454704,0.0,251
3460725,0.0,251
3466772,0.0,251
3472855,0.0,251
3479034,0.0,251
3485066,0.0,251
3491143,0.0,251
3497144,0.0,251
3503161,0.0,252
3509122,0.0,252
3515131,0.0,255
3521229,0.0,256
3527316,0.0,256
3533312,0.0,257
3539318,0.0,257
3545349,0.0,257
3551273,0.0,257
3557474,0.0,257
3563442,0.0,257
3569536,0.0,257
3575570,0.0,257
3581625,0.0,258
3587550,0.0,258
3593670,0.0,259
3599745,0.0,259
3605870,0.0,259
3611829,0.0,259
3617830,0.0,259
3623783,0.0,259
3629928,0.0,259
3636034,0.0,259
3642177,0.0,259
3648109,0.0,260
3654123,0.0,260
3660207,0.0,260
3666275,0.0,261
3672368,0.0,262
3678298,0.0,263
3684269,0.0,264
3690420,0.0,264
3696441,0.0,265
3702619,0.0,265
3708741,0.0,265
3714746,0.0,266
3720801,0.0,266
3726874,0.0,266
3732818,0.0,266
3738873,0.0,266
3744844,0.0,267
3750925,0.0,267
3756906,0.0,267
3762993,0.0,267
3768963,0.0,267
3775079,0.0,267
3781133,0.0,267
3787070,0.0,267
3793099,0.0,267
3799038,0.0,268
3804823,0.0,270
3810820,0.0,271
3816892,0.0,271
3822941,0.0,271
3828876,0.0,272
3834922,0.0,273
3840756,0.0,273
3846804,0.0,274
3852843,0.0,274
3858807,0.0,275
3864908,0.0,275
3870954,0.0,276
3876824,0.0,276
3882872,0.0,277
3888895,0.0,278
3894889,0.0,278
3900987,0.0,278
3907032,0.0,278
3913103,0.0,278
3919159,0.0,278
3925162,0.0,278
3931220,0.0,278
3937250,0.0,278
3943181,0.0,278
3949173,0.0,278
3955178,0.0,278
3961139,0.0,278
3967136,0.0,278
3973230,0.0,279
3979194,0.0,279
3985189,0.0,279
3991160,0.0,279
3997185,0.0,279
4003158,0.0,280
4009201,0.0,280
4015330,0.0,280
4021380,0.0,280
4027353,0.0,281
4033031,0.0,281
4038771,0.0,281
4044804,0.0,281
4050864,0.0,282
4056876,0.0,282
4062668,0.0,282
4068756,0.0,282
4074614,0.0,282
4080554,0.0,283
4086442,0.0,284
4092131,0.0,284
4098026,0.0,284
4103929,0.0,284
4109869,0.0,285
4115896,0.0,285
4121801,0.0,285
4127708,0.0,285
4133672,0.0,285
4139465,0.0,285
4145332,0.0,285
4151189,0.0,285
4157143,0.0,285
4163172,0.0,285
4169258,0.0,286
4175101,0.0,287
4181168,0.0,287
4187080,0.0,288
4192946,0.0,288
4198851,0.0,288
4204777,0.0,289
4210722,0.0,289
4216774,0.0,289
4222704,0.0,289
4228657,0.0,290
4234561,0.0,290
4240291,0.0,290
4246279,0.0,290
4252185,0.0,290
4258067,0.0,290
4263830,0.0,290
4269714,0.0,290
4275632,0.0,291
4281619,0.0,291
4287476,0.0,291
4293419,0.0,291
4299452,0.0,291
4305437,0.0,291
4311286,0.0,291
4317107,0.0,291
4323098,0.0,292
4328371,0.0,292
4334229,0.0,292
4340100,0.0,292
4346016,0.0,292
4351885,0.0,292
4357678,0.0,292
4363540,0.0,292
4369522,0.0,292
4375375,0.0,292
4381328,0.0,293
4387295,0.0,293
4393245,0.0,293
4399092,0.0,294
4404898,0.0,294
4410793,0.0,294
4416689,0.0,294
4422633,0.0,294
4428480,0.0,295
4434375,0.0,295
4440254,0.0,295
4446017,0.0,295
4452139,0.0,295
4458125,0.0,295
4463981,0.0,295
4469750,0.0,295
4475683,0.0,295
4481597,0.0,295
4487528,0.0,295
4493492,0.0,295
4499383,0.0,296
4505356,0.0,296
4511359,0.0,297
4517242,0.0,297
4523173,0.0,298
4529145,0.0,298
4535038,0.0,298
4540993,0.0,298
4546909,0.0,298
4552836,0.0,298
4558800,0.0,298
4564820,0.0,298
4570811,0.0,298
4576632,0.0,298
4582676,0.0,298
4588462,0.0,298
4594388,0.0,298
4600412,0.0,300
4606441,0.0,300
4612502,0.0,300
4618482,0.0,300
4624293,0.0,301
4630190,0.0,301
4635926,0.0,302
4641880,0.0,302
4647715,0.0,303
4653614,0.0,303
4659344,0.0,303
4665401,0.0,304
4671229,0.0,304
4677198,0.0,304
4683161,0.0,304
4689080,0.0,304
4695075,0.0,304
4700962,0.0,304
4706779,0.0,305
4712792,0.0,305
4718825,0.0,306
4724818,0.0,307
4730652,0.0,309
4736686,0.0,312
4742524,0.0,313
4748372,0.0,313
4754303,0.0,313
4760181,0.0,313
4766202,0.0,313
4772063,0.0,313
4778075,0.0,313
4783979,0.0,313
4789809,0.0,313
4795785,0.0,313
4801753,0.0,314
4807783,0.0,314
