step,score,cells
6250,0.0,8
12500,0.0,11
18750,0.0,18
25000,0.0,18
31250,0.0,18
37500,0.0,19
43750,0.0,21
50000,0.0,22
56250,0.0,23
62500,0.0,30
68750,0.0,30
75000,0.0,30
81250,0.0,34
87360,0.0,35
93573,0.0,35
99801,0.0,35
106014,0.0,35
112243,0.0,37
118455,0.0,38
124687,0.0,39
130908,0.0,39
137125,0.0,39
143375,0.0,40
149606,0.0,40
155856,0.0,42
162088,0.0,42
168328,0.0,43
174559,0.0,44
180773,0.0,44
186950,0.0,49
193195,0.0,50
199427,0.0,53
205677,0.0,55
211927,0.0,56
218146,0.0,56
224378,0.0,56
230628,0.0,56
236878,0.0,56
243110,0.0,56
249360,0.0,58
255610,0.0,67
261842,0.0,67
268054,0.0,67
274304,0.0,67
280554,0.0,69
286799,0.0,70
293029,0.0,71
299275,0.0,73
305457,0.0,74
310906,0.0,74
316962,0.0,75
323172,0.0,76
329278,0.0,80
335409,0.0,80
341603,0.0,80
347687,0.0,82
353700,0.0,82
359734,0.0,83
365830,0.0,84
371981,0.0,85
378008,0.0,85
384114,0.0,86
390322,0.0,86
396507,0.0,86
402634,0.0,87
408826,0.0,87
415022,0.0,87
421008,0.0,89
427106,0.0,91
433250,0.0,91
439399,0.0,91
445576,0.0,91
451699,0.0,92
457889,0.0,93
464106,0.0,93
470277,0.0,97
476507,0.0,99
482631,0.0,100
488877,0.0,100
494981,0.0,100
501113,0.0,102
507340,0.0,104
513503,0.0,106
519734,0.0,106
525925,0.0,106
532065,0.0,106
538270,0.0,106
544379,0.0,107
550510,0.0,107
556700,0.0,109
562892,0.0,109
569099,0.0,109
575349,0.0,110
581526,0.0,111
587740,0.0,111
593965,0.0,111
600075,0.0,111
606286,0.0,111
612472,0.0,111
618669,0.0,111
624849,0.0,111
630989,0.0,112
637164,0.0,113
643376,0.0,115
649604,0.0,115
655821,0.0,115
662017,0.0,115
668186,0.0,115
674250,0.0,115
680404,0.0,115
686629,0.0,115
692846,0.0,116
698960,0.0,116
705158,0.0,116
711289,0.0,116
717421,0.0,117
723671,0.0,118
729862,0.0,118
735916,0.0,118
742132,0.0,119
748322,0.0,121
754539,0.0,123
760764,0.0,124
766883,0.0,126
773113,0.0,126
779363,0.0,128
785580,0.0,131
791765,0.0,131
797982,0.0,131
804212,0.0,132
810335,0.0,132
816552,0.0,133
822697,0.0,134
828828,0.0,135
834978,0.0,135
841190,0.0,135
847320,0.0,135
853513,0.0,135
859667,0.0,136
865855,0.0,137
872084,0.0,137
878212,0.0,137
884443,0.0,137
890668,0.0,137
896869,0.0,137
903072,0.0,137
909303,0.0,137
915449,0.0,137
921671,0.0,138
927873,0.0,139
934037,0.0,139
940210,0.0,140
946456,0.0,140
952602,0.0,140
958741,0.0,140
964937,0.0,141
971150,0.0,141
977301,0.0,143
983521,0.0,143
989744,0.0,143
995937,0.0,143
1002119,0.0,143
1008336,0.0,143
1014559,0.0,143
1020746,0.0,144
1026953,0.0,144
1033180,0.0,145
1039395,0.0,145
1045559,0.0,145
1051747,0.0,145
1057898,0.0,145
1064079,0.0,145
1070266,0.0,146
1076516,0.0,146
1082701,0.0,146
1088875,0.0,149
1095083,0.0,150
1101333,0.0,150
1107512,0.0,150
1113758,0.0,150
1119950,0.0,150
1126173,0.0,150
1132390,0.0,150
1138640,0.0,150
1144886,0.0,150
1151085,0.0,150
1157254,0.0,150
1163471,0.0,150
1169706,0.0,150
1175920,0.0,150
1182089,0.0,150
1188306,0.0,150
1194552,100.0,151
1200656,100.0,151
1206821,100.0,152
1212996,100.0,152
1219123,100.0,153
1225298,100.0,153
1231478,100.0,154
1237623,100.0,154
1243763,100.0,154
1249958,100.0,154
1256184,100.0,154
1262412,100.0,154
1268662,100.0,156
1274912,100.0,159
1281134,100.0,161
1287334,100.0,162
1293564,100.0,162
1299667,100.0,162
1305839,100.0,162
1312066,100.0,163
1318315,100.0,164
1324536,100.0,165
1330753,100.0,165
1336887,100.0,165
1342988,100.0,165
1349138,100.0,166
1355322,100.0,168
1361557,100.0,168
1367783,100.0,170
1373997,100.0,171
1380201,100.0,174
1386439,100.0,179
1392210,100.0,180
1398286,100.0,183
1403935,400.0,184
1409773,400.0,185
1415697,400.0,188
1421634,400.0,189
1427692,400.0,193
1433619,400.0,196
1439193,400.0,196
1445069,400.0,196
1450962,400.0,205
1456885,400.0,206
1462619,400.0,209
1468492,400.0,211
1474503,400.0,214
1480593,400.0,216
1486375,400.0,218
1492341,400.0,221
1498386,400.0,222
1504280,400.0,228
1509840,400.0,229
1515548,400.0,230
1521460,400.0,235
1526943,400.0,235
1532671,400.0,235
1538445,400.0,237
1544076,400.0,238
1549998,400.0,238
1555886,400.0,239
1561655,400.0,240
1567447,400.0,243
1573353,400.0,244
1579255,400.0,244
1584940,400.0,246
1590793,400.0,248
1596783,400.0,252
1602701,400.0,254
1608534,400.0,254
1614455,400.0,255
1620336,400.0,256
1626295,400.0,257
1632157,400.0,257
1638076,400.0,257
1644018,400.0,257
1649814,400.0,258
1655731,400.0,262
1661678,400.0,263
1667702,400.0,266
1673684,400.0,266
1679517,400.0,266
1685499,400.0,266
1691526,400.0,266
1697354,400.0,266
1703260,400.0,268
1708836,400.0,268
1714608,400.0,268
1720337,400.0,270
1726227,400.0,271
1731992,400.0,271
1737787,400.0,272
1743132,400.0,272
1748987,400.0,272
1754553,400.0,275
1760584,400.0,278
1766512,400.0,278
1772558,400.0,280
1778450,400.0,281
1784330,400.0,282
1790408,400.0,283
1796299,400.0,283
1802158,400.0,283
1808266,400.0,284
1814369,400.0,285
1820114,400.0,287
1825974,400.0,289
1831629,400.0,289
1837480,400.0,289
1843240,400.0,292
1849162,400.0,293
1854933,400.0,293
1860992,400.0,294
1866999,400.0,295
1872789,400.0,296
1878703,400.0,296
1884644,400.0,296
1890430,400.0,296
1896414,400.0,297
1902250,400.0,297
1908139,400.0,297
1914158,400.0,298
1919905,400.0,298
1925890,400.0,299
1931956,400.0,299
1937968,400.0,299
1943932,400.0,299
1949751,400.0,299
1955629,400.0,299
1961653,400.0,300
1967513,400.0,300
1973519,400.0,301
1979268,400.0,301
1985186,400.0,301
1991232,400.0,301
1997082,400.0,302
2003137,400.0,302
2009162,400.0,302
2015029,400.0,302
2020878,400.0,303
2026757,400.0,305
2032824,400.0,305
2038665,400.0,306
2044639,400.0,306
2050431,400.0,307
2056375,400.0,307
2062271,400.0,307
2068295,400.0,307
2074082,400.0,308
2080028,400.0,308
2085953,400.0,308
2091972,400.0,308
2097739,400.0,308
2103630,400.0,308
2109589,400.0,308
2115386,400.0,308
2121314,400.0,309
2127281,400.0,309
2133278,400.0,309
2139334,400.0,309
2145299,400.0,309
2151333,400.0,309
2157231,400.0,310
2163173,400.0,310
2168801,400.0,311
2174764,400.0,311
2180898,400.0,311
2186765,400.0,311
2192854,400.0,311
2198764,400.0,311
2204531,400.0,311
2210469,400.0,311
2216230,400.0,311
2222147,400.0,312
2228017,400.0,313
2233743,400.0,313
2239701,400.0,314
2245648,400.0,315
2251569,400.0,315
2257553,400.0,315
2263520,400.0,315
2269430,400.0,315
2275345,400.0,315
2281300,400.0,316
2287221,400.0,318
2293013,400.0,318
2298838,400.0,318
2304730,400.0,318
2310590,400.0,318
2316634,400.0,318
2322367,400.0,318
2328117,400.0,318
2334126,400.0,318
2340010,400.0,320
2345881,400.0,320
2351782,400.0,320
2357644,400.0,320
2363508,400.0,320
2369563,400.0,320
2375416,400.0,322
2381199,400.0,322
2387082,400.0,322
2392929,400.0,323
2398937,400.0,323
2404698,400.0,324
2410626,400.0,325
2416385,400.0,325
2422276,400.0,325
2428095,400.0,326
2433533,400.0,326
2439502,400.0,326
2445170,400.0,326
2451020,400.0,326
2456795,400.0,326
2462526,400.0,327
2468453,400.0,327
2474344,400.0,327
2480275,400.0,328
2486134,400.0,328
2492079,400.0,329
2498022,400.0,329
2503832,400.0,330
2509870,400.0,330
2515786,400.0,330
2521765,400.0,330
2527649,400.0,330
2533581,400.0,331
2539382,400.0,332
2545352,400.0,333
2551311,400.0,333
2557256,400.0,335
2563142,400.0,337
2569170,400.0,337
2575169,400.0,339
2581021,400.0,339
2586779,400.0,339
2592619,400.0,339
2598745,400.0,339
2604777,400.0,340
2610714,400.0,340
2616704,400.0,340
2622508,400.0,340
2628404,400.0,340
2634336,400.0,341
2640349,400.0,343
2646223,400.0,343
2652164,400.0,343
2658079,400.0,343
2663892,400.0,343
2669688,400.0,343
2675794,400.0,343
2681582,400.0,343
2687418,400.0,344
2693232,400.0,344
2699107,400.0,344
2705149,400.0,344
2711028,400.0,344
2716792,400.0,344
2722619,400.0,344
2728638,400.0,345
2734535,400.0,345
2740434,400.0,345
2746394,400.0,346
2752127,400.0,347
2758025,400.0,348
2763982,400.0,349
2769912,400.0,349
2775906,400.0,350
2781838,400.0,350
2787711,400.0,350
2793611,400.0,350
2799518,400.0,350
2805518,400.0,350
2811510,400.0,350
2817499,400.0,350
2823378,400.0,350
2829391,400.0,350
2835136,400.0,350
2841037,400.0,351
2846918,400.0,351
2852938,400.0,352
2858878,400.0,352
2864763,400.0,353
2870640,400.0,354
2876446,400.0,354
2882229,400.0,354
2888085,400.0,354
2894152,400.0,354
2900065,400.0,354
2905999,400.0,354
2911834,400.0,354
2917718,400.0,355
2923636,400.0,355
2929594,400.0,355
2935579,400.0,356
2941633,400.0,356
2947630,400.0,356
2953527,400.0,356
2959417,400.0,356
2965305,400.0,357
2971216,400.0,358
2977165,400.0,359
2982982,400.0,359
2988984,400.0,360
2994930,400.0,360
3000717,400.0,362
3006474,400.0,362
3012435,400.0,362
3018155,400.0,362
3024056,400.0,362
3029865,400.0,362
3035848,400.0,362
3041852,400.0,362
3047730,400.0,362
3053564,400.0,362
3059581,400.0,362
3065435,400.0,362
3071259,400.0,363
3077177,400.0,363
3082900,400.0,363
3088774,400.0,363
3094638,400.0,363
3100652,400.0,363
3106561,400.0,363
3112255,400.0,363
3118281,400.0,364
3124265,400.0,364
3130096,400.0,365
3136081,400.0,365
3141916,400.0,365
3147913,400.0,365
3153849,400.0,365
3159490,400.0,365
3165256,400.0,365
3171352,400.0,365
3177120,400.0,365
3182827,400.0,365
3188614,400.0,365
3194435,400.0,365
3200116,400.0,365
3206096,400.0,365
3212041,400.0,365
3217966,400.0,365
3223921,400.0,365
3229857,400.0,365
3235909,400.0,365
3241765,400.0,367
3247352,400.0,368
3253179,400.0,368
3259180,400.0,368
3265150,400.0,369
3270938,400.0,369
3276761,400.0,369
3282540,400.0,369
3288309,400.0,370
3293918,400.0,371
3299815,400.0,371
3305544,400.0,371
3311177,400.0,371
3316903,400.0,373
3322861,400.0,373
3328672,400.0,373
3334598,400.0,375
3340337,400.0,377
3346129,400.0,377
3352063,400.0,377
3357879,400.0,377
3363601,400.0,377
3369502,400.0,377
3375448,400.0,377
3381265,400.0,377
3387209,400.0,378
3393109,400.0,380
3399038,400.0,380
3404995,400.0,380
3410729,400.0,381
3416210,400.0,381
3422170,400.0,381
3428084,400.0,382
3434083,400.0,383
3440016,400.0,383
3445835,400.0,383
3451738,400.0,383
3457493,400.0,384
3463267,400.0,384
3469117,400.0,384
3475081,400.0,384
3480915,400.0,384
3486687,400.0,384
3492647,400.0,384
3498571,400.0,384
3504340,400.0,384
3510113,400.0,385
3515835,400.0,385
3521690,400.0,386
3527369,400.0,386
3533320,400.0,386
3539374,400.0,387
3545148,400.0,387
3550911,400.0,387
3556635,400.0,387
3562566,400.0,387
3568352,400.0,387
3574135,400.0,388
3579768,400.0,389
3585734,400.0,389
3591596,400.0,390
3597454,400.0,390
3603175,400.0,390
3608999,400.0,390
3614798,400.0,390
3620445,400.0,391
3626258,400.0,392
3632120,400.0,392
3637702,400.0,393
3643439,400.0,393
3649180,400.0,393
3654972,400.0,393
3660597,400.0,394
3666428,400.0,395
3672148,400.0,396
3677893,400.0,397
3683759,400.0,398
3689491,400.0,399
3695379,400.0,399
3701210,400.0,401
3706996,400.0,401
3712722,400.0,402
3718481,400.0,402
3724144,400.0,402
3729971,400.0,402
3735767,400.0,404
3741529,400.0,406
3747411,400.0,406
3753316,400.0,407
3758976,400.0,408
3764490,400.0,408
3770340,400.0,408
