training_step, return
6817,-21.0
7090,-21.0
7581,-21.0
7879,-21.0
8309,-18.0
8389,-19.0
8647,-20.0
9191,-19.0
13018,-21.0
14168,-21.0
14519,-21.0
14627,-21.0
14763,-20.0
15290,-19.0
15401,-21.0
15870,-20.0
20221,-21.0
20757,-21.0
20837,-21.0
21005,-21.0
21392,-20.0
21500,-21.0
21661,-20.0
22130,-20.0
26422,-21.0
27038,-21.0
28171,-21.0
28537,-21.0
28838,-21.0
28975,-20.0
29336,-20.0
29757,-20.0
32632,-21.0
33239,-21.0
34431,-20.0
34814,-20.0
36168,-21.0
36921,-20.0
37052,-20.0
37608,-20.0
39736,-21.0
41456,-20.0
41658,-20.0
41959,-21.0
43320,-21.0
44222,-20.0
44412,-21.0
44874,-20.0
45997,-20.0
48771,-21.0
49213,-21.0
49762,-21.0
50467,-21.0
51603,-20.0
52066,-20.0
52439,-20.0
53196,-20.0
55032,-20.0
56378,-20.0
56710,-21.0
57009,-20.0
57804,-21.0
58267,-21.0
58681,-21.0
59452,-20.0
62191,-20.0
62639,-20.0
62920,-21.0
64014,-21.0
64122,-21.0
65448,-20.0
65840,-20.0
66671,-20.0
68451,-20.0
68849,-21.0
70112,-20.0
70378,-20.0
71299,-20.0
72082,-21.0
72673,-20.0
72872,-21.0
74652,-21.0
75059,-21.0
77275,-20.0
77500,-21.0
77569,-20.0
79245,-20.0
79854,-20.0
80019,-21.0
82222,-20.0
82834,-21.0
83573,-21.0
83807,-21.0
84673,-21.0
87120,-19.0
87316,-20.0
87495,-19.0
88492,-21.0
89132,-21.0
90720,-21.0
90941,-21.0
91054,-20.0
93378,-21.0
95513,-21.0
95784,-21.0
96246,-21.0
96647,-20.0
98246,-20.0
99046,-20.0
99092,-20.0
102488,-21.0
102571,-19.0
102714,-21.0
102957,-21.0
103899,-20.0
105321,-21.0
106238,-20.0
106434,-21.0
108744,-20.0
108813,-21.0
109167,-21.0
110036,-19.0
111127,-20.0
111559,-21.0
112704,-21.0
113411,-21.0
115377,-21.0
115936,-21.0
116044,-20.0
118266,-19.0
118732,-21.0
119420,-19.0
119916,-20.0
121705,-20.0
123286,-19.0
123632,-19.0
124169,-20.0
125457,-20.0
126607,-20.0
126944,-20.0
128117,-19.0
128946,-20.0
130379,-21.0
130528,-19.0
130885,-21.0
132836,-21.0
133234,-21.0
133671,-18.0
135412,-21.0
136179,-21.0
137640,-21.0
137729,-21.0
138093,-21.0
140366,-21.0
141060,-21.0
142024,-19.0
143582,-21.0
144390,-20.0
145271,-20.0
145891,-18.0
145915,-20.0
146604,-21.0
148251,-20.0
149854,-21.0
150230,-20.0
151649,-19.0
152073,-21.0
152217,-21.0
152519,-20.0
153855,-20.0
154433,-21.0
157046,-20.0
157449,-20.0
158872,-20.0
159278,-21.0
159321,-21.0
159771,-21.0
161028,-21.0
161735,-19.0
164642,-21.0
165344,-19.0
165582,-20.0
166036,-20.0
166991,-20.0
167288,-20.0
167500,-21.0
167945,-21.0
170852,-21.0
171783,-21.0
172297,-21.0
173514,-21.0
173701,-21.0
174232,-20.0
174521,-21.0
175086,-21.0
177112,-20.0
178498,-21.0
178956,-21.0
179752,-21.0
180461,-21.0
180925,-21.0
181315,-21.0
181634,-21.0
184699,-21.0
185157,-21.0
185372,-20.0
186009,-21.0
187544,-21.0
187607,-21.0
188160,-21.0
188909,-20.0
192591,-20.0
192863,-20.0
193113,-21.0
193398,-19.0
195413,-20.0
195694,-20.0
195949,-18.0
196137,-20.0
199135,-21.0
199323,-21.0
200788,-21.0
201623,-21.0
201904,-21.0
202347,-21.0
203120,-21.0
203742,-16.0
205345,-21.0
207952,-21.0
208184,-21.0
208596,-20.0
208786,-20.0
209321,-21.0
209510,-20.0
209952,-21.0
212509,-20.0
215522,-21.0
215861,-21.0
216069,-21.0
216213,-20.0
216450,-19.0
217764,-20.0
218176,-19.0
219800,-21.0
222131,-21.0
222474,-20.0
222724,-21.0
223259,-21.0
223651,-21.0
224454,-20.0
225092,-20.0
226991,-20.0
228925,-21.0
229357,-21.0
230404,-21.0
230720,-20.0
231855,-20.0
232650,-21.0
234136,-21.0
234285,-19.0
236470,-21.0
236646,-21.0
237921,-21.0
238093,-21.0
238860,-21.0
239176,-17.0
240406,-21.0
240571,-21.0
242888,-21.0
243719,-21.0
245154,-21.0
245252,-20.0
246131,-19.0
246443,-21.0
247581,-21.0
248736,-21.0
250121,-21.0
251336,-21.0
252577,-21.0
253727,-20.0
254065,-18.0
254332,-21.0
254816,-21.0
255006,-21.0
257234,-21.0
258528,-21.0
259708,-21.0
260947,-20.0
260998,-21.0
261239,-21.0
262229,-21.0
262519,-21.0
264532,-20.0
264784,-20.0
265918,-21.0
267495,-20.0
268080,-21.0
268250,-20.0
268791,-21.0
269395,-21.0
271753,-21.0
272178,-20.0
274038,-20.0
274322,-21.0
275687,-21.0
275964,-21.0
276660,-21.0
277498,-17.0
278972,-20.0
279336,-20.0
281226,-21.0
282230,-21.0
282564,-20.0
282910,-20.0
283699,-21.0
283841,-20.0
285201,-21.0
285537,-21.0
288475,-21.0
289171,-20.0
289438,-21.0
289941,-21.0
290766,-20.0
292163,-20.0
292701,-20.0
294676,-21.0
295525,-16.0
295648,-21.0
296330,-20.0
296967,-21.0
298119,-20.0
298989,-20.0
299394,-21.0
301923,-20.0
302609,-20.0
303861,-21.0
304726,-20.0
305199,-21.0
305283,-19.0
305372,-21.0
306627,-21.0
309162,-21.0
310807,-21.0
311527,-21.0
312676,-20.0
312974,-19.0
313141,-19.0
314474,-19.0
314816,-20.0
317077,-21.0
317393,-21.0
318755,-20.0
320236,-20.0
320348,-21.0
320824,-21.0
321675,-21.0
322067,-20.0
324250,-21.0
325623,-21.0
326986,-20.0
327429,-21.0
328059,-21.0
329228,-21.0
329642,-20.0
330945,-19.0
331419,-21.0
331865,-21.0
335201,-20.0
335337,-19.0
336708,-21.0
336928,-20.0
338507,-21.0
339753,-18.0
340157,-21.0
340209,-20.0
341402,-21.0
342557,-20.0
342980,-21.0
344149,-21.0
344777,-21.0
347478,-21.0
347603,-21.0
348312,-20.0
348983,-20.0
349813,-20.0
350171,-20.0
351343,-21.0
351938,-21.0
354641,-20.0
355628,-19.0
356033,-21.0
356187,-21.0
