step,score,cells,select_leaf_ratio
3000,0.0,68,1.0
6000,0.0,78,0.6
9000,0.0,81,0.5666666666666667
11997,0.0,82,0.49166666666666664
14978,0.0,84,0.4866666666666667
17978,0.0,85,0.4777777777777778
20978,0.0,87,0.46190476190476193
23978,0.0,87,0.4583333333333333
26978,0.0,87,0.4444444444444444
29978,0.0,88,0.43
32902,0.0,89,0.4212121212121212
35894,0.0,89,0.425
38849,0.0,89,0.4282051282051282
41849,0.0,89,0.4261904761904762
44849,0.0,91,0.4311111111111111
47839,0.0,91,0.4375
50839,0.0,91,0.4392156862745098
53796,0.0,95,0.44814814814814813
56796,0.0,95,0.45614035087719296
59796,0.0,96,0.455
62796,0.0,100,0.45396825396825397
65796,0.0,104,0.44696969696969696
68796,0.0,105,0.4405797101449275
71796,100.0,117,0.44305555555555554
74796,100.0,137,0.44266666666666665
77755,100.0,148,0.44487179487179485
80668,100.0,152,0.44074074074074077
83497,100.0,154,0.43452380952380953
86420,100.0,159,0.43103448275862066
89380,100.0,164,0.43333333333333335
92200,100.0,169,0.4311827956989247
95098,100.0,170,0.4322916666666667
98007,100.0,171,0.4353535353535353
101007,100.0,171,0.4303921568627451
103943,100.0,172,0.43238095238095237
106920,400.0,207,0.4287037037037037
109920,400.0,214,0.42792792792792794
112920,400.0,217,0.4263157894736842
115861,400.0,221,0.42905982905982903
118861,400.0,221,0.43
121821,400.0,221,0.42845528455284554
124800,400.0,221,0.43253968253968256
127800,400.0,221,0.43410852713178294
130763,400.0,224,0.4356060606060606
133763,400.0,224,0.44296296296296295
136763,400.0,224,0.44420289855072465
139602,400.0,224,0.44964539007092197
142602,400.0,224,0.4534722222222222
145602,400.0,240,0.45510204081632655
148560,400.0,246,0.45866666666666667
151413,400.0,248,0.45816993464052286
154349,400.0,259,0.4621794871794872
157349,400.0,264,0.46037735849056605
160265,400.0,264,0.4679012345679012
163200,400.0,266,0.4703030303030303
166200,400.0,267,0.47023809523809523
169200,400.0,273,0.47134502923976607
172200,400.0,273,0.47586206896551725
175200,400.0,274,0.47570621468926555
178117,400.0,284,0.47944444444444445
181114,400.0,284,0.4819672131147541
184114,400.0,287,0.4838709677419355
187083,400.0,310,0.4830687830687831
190083,400.0,315,0.48489583333333336
193083,400.0,334,0.48512820512820515
196083,400.0,340,0.4858585858585859
199083,400.0,343,0.48258706467661694
202060,400.0,360,0.48284313725490197
205013,400.0,372,0.4830917874396135
207987,400.0,404,0.4819047619047619
210902,400.0,407,0.4835680751173709
213832,400.0,411,0.4824074074074074
216711,400.0,420,0.4831050228310502
219656,400.0,430,0.4837837837837838
222554,400.0,438,0.48488888888888887
225439,400.0,447,0.48596491228070177
228374,400.0,471,0.487012987012987
231289,400.0,471,0.4897435897435897
234247,400.0,481,0.4890295358649789
237247,400.0,501,0.4891666666666667
240247,400.0,534,0.4876543209876543
243239,400.0,547,0.48902439024390243
246239,400.0,553,0.4887550200803213
249239,400.0,558,0.49047619047619045
252214,400.0,577,0.49176470588235294
255214,400.0,599,0.4910852713178295
258078,400.0,632,0.4904214559386973
261071,400.0,651,0.4912878787878788
264030,400.0,677,0.49250936329588013
266946,400.0,739,0.4911111111111111
269937,400.0,780,0.49047619047619045
272764,400.0,787,0.4927536231884058
275724,400.0,804,0.492831541218638
