step,score,cells,select_leaf_ratio
3000,0.0,49,1.0
5988,0.0,70,0.7666666666666667
8966,0.0,72,0.6777777777777778
11966,0.0,75,0.625
14966,0.0,75,0.5466666666666666
17966,0.0,79,0.5
20966,0.0,83,0.4857142857142857
23966,0.0,84,0.4708333333333333
26966,0.0,85,0.4666666666666667
29966,0.0,88,0.45
32966,0.0,89,0.43333333333333335
35966,0.0,91,0.4222222222222222
38966,0.0,94,0.4205128205128205
41966,0.0,95,0.42857142857142855
44966,0.0,95,0.4311111111111111
47966,0.0,95,0.42291666666666666
50944,0.0,98,0.4176470588235294
53944,0.0,99,0.4222222222222222
56944,0.0,100,0.41754385964912283
59944,0.0,102,0.42
62944,0.0,103,0.4158730158730159
65944,0.0,104,0.41818181818181815
68944,0.0,105,0.41594202898550725
71944,0.0,105,0.4152777777777778
74944,0.0,105,0.41733333333333333
77944,0.0,105,0.4217948717948718
80944,0.0,105,0.41975308641975306
83944,0.0,106,0.41785714285714287
86944,0.0,106,0.41954022988505746
89944,0.0,106,0.42333333333333334
92944,0.0,106,0.4172043010752688
95944,0.0,106,0.415625
98944,0.0,106,0.41515151515151516
101944,0.0,106,0.4176470588235294
104944,0.0,106,0.41619047619047617
107944,0.0,106,0.41944444444444445
110944,0.0,106,0.4207207207207207
113944,0.0,106,0.4236842105263158
116944,0.0,106,0.4205128205128205
119944,0.0,106,0.42083333333333334
122944,0.0,106,0.4211382113821138
125944,0.0,106,0.41984126984126985
128944,0.0,106,0.4232558139534884
131944,0.0,106,0.41893939393939394
134944,0.0,106,0.41185185185185186
137944,0.0,106,0.4144927536231884
140944,0.0,106,0.4106382978723404
143944,0.0,107,0.4097222222222222
146944,0.0,107,0.41020408163265304
149944,0.0,108,0.41
152944,0.0,108,0.40980392156862744
155944,0.0,110,0.4096153846153846
158944,0.0,111,0.40628930817610065
161944,0.0,112,0.40617283950617283
164944,0.0,112,0.4072727272727273
167944,0.0,112,0.40654761904761905
170944,0.0,113,0.4064327485380117
173944,0.0,113,0.4091954022988506
176944,0.0,114,0.40847457627118644
179944,0.0,115,0.4116666666666667
182944,0.0,115,0.41202185792349727
185944,0.0,115,0.410752688172043
188944,0.0,115,0.4111111111111111
191944,0.0,115,0.41041666666666665
194944,0.0,115,0.4082051282051282
197944,0.0,115,0.4080808080808081
200944,0.0,115,0.41144278606965173
203944,0.0,115,0.4122549019607843
206944,0.0,115,0.4144927536231884
209944,0.0,115,0.41333333333333333
212944,0.0,115,0.4126760563380282
215944,0.0,115,0.41203703703703703
218944,0.0,115,0.41141552511415524
221944,0.0,116,0.4117117117117117
224944,0.0,116,0.41244444444444445
227944,0.0,116,0.4114035087719298
230944,0.0,117,0.41125541125541126
233944,0.0,117,0.4128205128205128
236944,0.0,118,0.41139240506329117
239944,0.0,118,0.41333333333333333
242944,0.0,118,0.41275720164609053
245944,0.0,118,0.4142276422764228
248944,0.0,118,0.41445783132530123
251944,0.0,118,0.4119047619047619
254944,0.0,118,0.4117647058823529
257944,0.0,119,0.4112403100775194
260944,0.0,119,0.4114942528735632
263944,0.0,119,0.4106060606060606
266944,0.0,119,0.41123595505617977
269944,0.0,119,0.41
272944,0.0,120,0.41025641025641024
275944,0.0,120,0.41231884057971013
278944,0.0,120,0.4118279569892473
281944,0.0,120,0.41205673758865247
284944,0.0,120,0.41333333333333333
287944,0.0,120,0.41388888888888886
290944,0.0,120,0.41512027491408937
293944,0.0,120,0.4139455782312925
296944,0.0,120,0.4134680134680135
299944,0.0,120,0.4136666666666667
302944,0.0,122,0.41485148514851483
305944,100.0,132,0.4147058823529412
308944,100.0,143,0.41423948220064727
311874,100.0,143,0.4153846153846154
314861,100.0,155,0.4142857142857143
317861,100.0,160,0.41352201257861637
320842,100.0,165,0.41339563862928347
323775,100.0,168,0.41358024691358025
326585,100.0,168,0.41284403669724773
329326,100.0,174,0.41363636363636364
332027,100.0,175,0.41291291291291293
334997,100.0,180,0.412797619047619
337991,100.0,188,0.41297935103244837
