step,score,cells,select_leaf_ratio
3000,0.0,48,1.0
5995,0.0,54,0.7166666666666667
8995,0.0,64,0.6222222222222222
11991,0.0,74,0.6333333333333333
14726,0.0,82,0.58
17713,0.0,84,0.5388888888888889
20573,0.0,90,0.5190476190476191
23573,0.0,94,0.5125
26561,0.0,95,0.5148148148148148
29506,0.0,97,0.5166666666666667
32495,0.0,98,0.5212121212121212
35495,0.0,98,0.5222222222222223
38495,0.0,99,0.5153846153846153
41495,0.0,101,0.5023809523809524
44456,0.0,101,0.49777777777777776
47456,0.0,101,0.49166666666666664
50381,0.0,101,0.4843137254901961
53333,0.0,102,0.48703703703703705
56333,0.0,103,0.48771929824561405
59333,0.0,103,0.48333333333333334
62333,0.0,104,0.48253968253968255
65333,0.0,104,0.47575757575757577
68317,0.0,105,0.4753623188405797
71317,0.0,105,0.475
74317,0.0,105,0.484
77317,0.0,105,0.4794871794871795
80317,0.0,106,0.48148148148148145
83317,0.0,108,0.48333333333333334
86317,0.0,109,0.4839080459770115
89317,0.0,109,0.48444444444444446
92283,0.0,109,0.4870967741935484
95283,0.0,109,0.48854166666666665
98283,0.0,109,0.48787878787878786
101283,0.0,109,0.4823529411764706
104283,0.0,110,0.4838095238095238
107283,0.0,110,0.4888888888888889
110221,0.0,110,0.49099099099099097
113221,0.0,110,0.4903508771929825
116221,0.0,110,0.49230769230769234
119221,0.0,110,0.49
122221,0.0,110,0.49105691056910566
125221,0.0,111,0.49444444444444446
128221,0.0,111,0.4930232558139535
131221,0.0,111,0.49318181818181817
134221,0.0,111,0.4925925925925926
137221,0.0,111,0.48768115942028983
140221,0.0,111,0.4900709219858156
143221,0.0,114,0.49375
146221,0.0,115,0.49183673469387756
149221,0.0,115,0.48933333333333334
152221,0.0,116,0.49019607843137253
155221,0.0,116,0.48846153846153845
158221,0.0,116,0.4911949685534591
161221,0.0,118,0.4882716049382716
164221,0.0,118,0.48787878787878786
167221,0.0,118,0.4880952380952381
170221,0.0,119,0.49005847953216375
173221,0.0,119,0.4896551724137931
176221,0.0,119,0.488135593220339
179221,0.0,119,0.485
182221,0.0,119,0.48633879781420764
185221,0.0,119,0.48440860215053766
188221,0.0,119,0.482010582010582
191221,0.0,119,0.48125
194221,0.0,119,0.47846153846153844
197221,0.0,119,0.4797979797979798
200221,0.0,119,0.48009950248756217
203221,0.0,120,0.47843137254901963
206221,0.0,120,0.47632850241545893
209221,0.0,120,0.47714285714285715
212221,0.0,120,0.4755868544600939
215221,0.0,120,0.47638888888888886
218221,0.0,120,0.4762557077625571
221221,0.0,120,0.4765765765765766
224221,0.0,120,0.47688888888888886
227221,0.0,120,0.4758771929824561
230221,0.0,120,0.4753246753246753
233221,0.0,120,0.47478632478632476
236221,0.0,120,0.47637130801687766
239221,0.0,120,0.47541666666666665
242221,0.0,120,0.47613168724279836
245221,0.0,121,0.474390243902439
248221,0.0,121,0.4746987951807229
251221,0.0,121,0.4742063492063492
254221,0.0,121,0.4725490196078431
257221,0.0,121,0.4728682170542636
260221,0.0,121,0.4739463601532567
263221,0.0,121,0.4727272727272727
266221,0.0,121,0.4737827715355805
269221,0.0,121,0.4740740740740741
272221,0.0,121,0.473992673992674
275221,0.0,121,0.47391304347826085
278221,0.0,121,0.47240143369175625
281221,0.0,121,0.4723404255319149
284221,0.0,121,0.4712280701754386
287221,0.0,121,0.4701388888888889
290221,0.0,121,0.4697594501718213
293221,0.0,121,0.4704081632653061
296221,0.0,121,0.47003367003367
299221,0.0,121,0.4703333333333333
302221,0.0,121,0.47062706270627064
305221,0.0,121,0.4702614379084967
308221,0.0,121,0.46957928802588994
311221,0.0,121,0.46923076923076923
314221,0.0,121,0.46825396825396826
317221,0.0,121,0.4688679245283019
320221,0.0,121,0.4669781931464174
323221,0.0,122,0.46512345679012346
326221,0.0,122,0.4654434250764526
329221,0.0,122,0.46454545454545454
332221,0.0,122,0.46306306306306305
335221,0.0,122,0.46339285714285716
338221,0.0,122,0.4625368731563422
341221,0.0,122,0.4614035087719298
344221,0.0,122,0.46144927536231883
347221,0.0,122,0.460632183908046
350221,0.0,122,0.4598290598290598
353221,0.0,122,0.45875706214689266
356221,0.0,122,0.4579831932773109
359221,0.0,122,0.4588888888888889
362221,0.0,122,0.4584022038567493
365221,0.0,122,0.45792349726775955
368221,0.0,122,0.45718157181571817
371221,0.0,122,0.4561827956989247
374221,0.0,122,0.456
377221,0.0,122,0.455026455026455
380221,0.0,122,0.45511811023622045
383221,0.0,122,0.4557291666666667
386221,0.0,122,0.4563307493540052
389221,0.0,122,0.4564102564102564
392221,0.0,122,0.45623409669211196
395221,0.0,122,0.45631313131313134
398221,0.0,122,0.4568922305764411
401221,0.0,122,0.45796019900497514
404221,0.0,122,0.4597530864197531
407221,0.0,122,0.4602941176470588
410221,0.0,122,0.4610705596107056
413221,0.0,122,0.46159420289855074
416221,0.0,122,0.4616306954436451
419221,0.0,122,0.4630952380952381
422221,0.0,122,0.46382978723404256
425221,0.0,122,0.46455399061032865
428221,0.0,122,0.4641025641025641
431221,0.0,122,0.46412037037037035
434221,0.0,122,0.4632183908045977
437221,0.0,122,0.4625570776255708
440221,0.0,122,0.4621315192743764
443221,0.0,122,0.4623873873873874
446221,0.0,122,0.46196868008948544
449221,0.0,122,0.4628888888888889
452221,100.0,126,0.46357615894039733
455221,100.0,126,0.46403508771929824
458221,100.0,132,0.46339869281045754
461221,400.0,144,0.46385281385281385
464221,400.0,158,0.4649462365591398
467136,400.0,177,0.46452991452991454
470044,400.0,185,0.46496815286624205
472713,400.0,187,0.46582278481012657
475526,400.0,189,0.46540880503144655
478454,400.0,192,0.4660416666666667
481167,400.0,196,0.46728778467908905
484088,400.0,200,0.4670781893004115
486822,400.0,203,0.4676891615541922
489722,400.0,206,0.46808943089430893
492715,400.0,211,0.4688888888888889
495609,400.0,212,0.4684738955823293
498508,400.0,214,0.4686626746506986
501471,400.0,214,0.46865079365079365
504451,400.0,215,0.4686390532544379
507400,400.0,216,0.4682352941176471
510400,400.0,217,0.4686159844054581
513400,400.0,220,0.4686046511627907
516400,400.0,220,0.4687861271676301
519307,400.0,220,0.4681992337164751
522300,400.0,220,0.468
525282,400.0,220,0.46856060606060607
528154,400.0,230,0.4689265536723164
531154,400.0,231,0.46928838951310864
534107,400.0,237,0.4685288640595903
537024,400.0,255,0.4688888888888889
539986,400.0,319,0.4685082872928177
542904,400.0,427,0.4686813186813187
545842,400.0,469,0.4690346083788707
548790,400.0,523,0.4686594202898551
551710,400.0,561,0.4697297297297297
554642,400.0,586,0.4698924731182796
557642,400.0,643,0.46951871657754013
560634,400.0,667,0.4700354609929078
563415,400.0,719,0.46984126984126984
566415,400.0,743,0.46982456140350876
569357,400.0,769,0.47050610820244326
572317,400.0,803,0.4701388888888889
575152,400.0,818,0.4708117443868739
578071,400.0,845,0.47147766323024054
581011,400.0,893,0.4716239316239316
583831,400.0,926,0.4714285714285714
586636,400.0,956,0.47140439932318107
589575,400.0,975,0.47104377104377104
592394,400.0,1003,0.4710217755443886
595262,400.0,1032,0.4711666666666667
598121,400.0,1072,0.4704809286898839
601088,400.0,1093,0.47062706270627064
604015,400.0,1110,0.47027914614121513
606932,400.0,1132,0.4704248366013072
