step,score,cells,select_leaf_ratio
3000,0.0,44,1.0
6000,0.0,63,0.6666666666666666
9000,0.0,67,0.6222222222222222
11978,0.0,74,0.5833333333333334
14955,0.0,83,0.5933333333333334
17955,0.0,88,0.5722222222222222
20940,0.0,88,0.5619047619047619
23940,0.0,91,0.525
26940,0.0,91,0.5
29836,0.0,94,0.5233333333333333
32836,0.0,95,0.5121212121212121
35793,0.0,95,0.5166666666666667
38793,0.0,96,0.5051282051282051
41793,0.0,96,0.5119047619047619
44793,0.0,99,0.5044444444444445
47793,0.0,99,0.49583333333333335
50704,0.0,99,0.5058823529411764
53698,0.0,99,0.5018518518518519
56645,0.0,102,0.5070175438596491
59624,0.0,103,0.5033333333333333
62612,0.0,103,0.5095238095238095
65612,0.0,103,0.5106060606060606
68612,0.0,103,0.5101449275362319
71605,0.0,103,0.5138888888888888
74572,0.0,104,0.5093333333333333
77557,0.0,105,0.5076923076923077
80513,0.0,105,0.5037037037037037
83482,0.0,105,0.4976190476190476
86405,0.0,106,0.4942528735632184
89393,0.0,106,0.4955555555555556
92393,0.0,106,0.4978494623655914
95393,0.0,107,0.49895833333333334
98379,0.0,107,0.49595959595959593
101379,0.0,108,0.49607843137254903
104379,0.0,108,0.4980952380952381
107359,0.0,109,0.4962962962962963
110317,0.0,109,0.4945945945945946
113280,0.0,109,0.4956140350877193
116264,0.0,109,0.49401709401709404
119229,0.0,109,0.495
122229,0.0,109,0.49349593495934957
125229,0.0,109,0.49523809523809526
128229,0.0,109,0.49767441860465117
131229,0.0,109,0.4984848484848485
134216,0.0,110,0.5037037037037037
137216,0.0,110,0.5036231884057971
140210,0.0,110,0.502127659574468
143188,0.0,111,0.5020833333333333
146188,0.0,111,0.5006802721088436
149188,0.0,111,0.5033333333333333
152173,0.0,112,0.5045751633986928
155173,0.0,112,0.5038461538461538
158173,0.0,112,0.5088050314465409
161173,0.0,112,0.5080246913580246
164173,0.0,112,0.5078787878787879
167173,0.0,112,0.5095238095238095
170167,0.0,112,0.5099415204678363
173167,0.0,112,0.5103448275862069
176132,0.0,112,0.5101694915254237
179132,0.0,112,0.5094444444444445
182132,0.0,112,0.5114754098360655
185132,0.0,112,0.510752688172043
188132,0.0,112,0.508994708994709
191100,0.0,113,0.5114583333333333
194100,0.0,114,0.5102564102564102
197099,0.0,114,0.51010101010101
200099,0.0,114,0.5139303482587064
203099,0.0,114,0.5147058823529411
206099,0.0,114,0.514975845410628
209093,0.0,114,0.5157142857142857
212050,0.0,114,0.5154929577464789
215050,0.0,114,0.5157407407407407
218050,0.0,114,0.5118721461187214
221021,0.0,114,0.5112612612612613
224021,0.0,114,0.5106666666666667
227021,0.0,114,0.5083333333333333
230021,0.0,114,0.509090909090909
233021,0.0,114,0.5089743589743589
236021,0.0,114,0.5080168776371308
239021,0.0,114,0.5095833333333334
241993,0.0,114,0.5082304526748971
244993,0.0,115,0.5089430894308943
247958,0.0,115,0.5076305220883535
250958,0.0,115,0.5063492063492063
253958,0.0,115,0.5086274509803922
256934,0.0,115,0.5096899224806202
259934,0.0,115,0.5091954022988506
262934,0.0,115,0.509090909090909
265901,0.0,115,0.5097378277153558
268901,0.0,115,0.5070370370370371
271901,0.0,115,0.5087912087912088
274869,0.0,115,0.508695652173913
277849,0.0,115,0.507168458781362
280849,0.0,115,0.5081560283687944
283849,0.0,115,0.5087719298245614
286849,0.0,115,0.5090277777777777
289849,0.0,115,0.5079037800687285
292849,0.0,116,0.5078231292517007
295849,0.0,116,0.5070707070707071
298849,0.0,116,0.507
301849,0.0,116,0.5069306930693069
304849,0.0,116,0.5065359477124183
307849,0.0,116,0.5048543689320388
310849,0.0,116,0.5041666666666667
313813,0.0,116,0.5034920634920635
316813,0.0,117,0.5028301886792453
319813,0.0,117,0.5031152647975078
322755,0.0,117,0.5021604938271605
325755,0.0,117,0.5015290519877675
328741,0.0,117,0.503030303030303
331741,0.0,118,0.503003003003003
334741,0.0,118,0.5026785714285714
337741,0.0,118,0.503834808259587
340741,0.0,118,0.5029239766081871
343741,0.0,118,0.5055072463768115
346741,0.0,118,0.5060344827586207
349741,0.0,118,0.5056980056980057
352741,0.0,118,0.5048022598870057
355740,0.0,118,0.5058823529411764
358740,0.0,118,0.5047222222222222
361740,0.0,118,0.5041322314049587
364739,0.0,118,0.5040983606557377
367739,0.0,118,0.5037940379403794
370739,0.0,118,0.5048387096774194
373739,0.0,118,0.504
376739,0.0,118,0.5034391534391535
379739,0.0,118,0.5044619422572179
382739,0.0,118,0.5046875
385739,0.0,118,0.5043927648578811
388739,0.0,118,0.5048717948717949
391739,0.0,118,0.5055979643765903
394739,0.0,118,0.5055555555555555
397739,0.0,118,0.5055137844611529
400739,0.0,120,0.504726368159204
403739,0.0,120,0.5044444444444445
406739,0.0,120,0.5058823529411764
409739,0.0,120,0.5051094890510949
412739,0.0,120,0.503864734299517
415739,0.0,120,0.5038369304556355
418739,0.0,120,0.5054761904761905
421739,0.0,120,0.5063829787234042
424739,0.0,120,0.5063380281690141
427739,0.0,120,0.5058275058275058
430739,0.0,120,0.5078703703703704
433739,0.0,120,0.5085057471264368
436739,0.0,120,0.508675799086758
439739,0.0,120,0.5086167800453515
442739,0.0,120,0.5083333333333333
445739,0.0,120,0.5082774049217003
448739,0.0,120,0.5071111111111111
451739,0.0,120,0.5059602649006623
454739,0.0,120,0.5059210526315789
457739,0.0,120,0.5058823529411764
460739,0.0,120,0.5051948051948052
463739,0.0,120,0.5066666666666667
466739,0.0,120,0.5068376068376068
469739,0.0,120,0.5067940552016985
472739,0.0,120,0.5063291139240507
475739,0.0,120,0.5052410901467506
478739,0.0,120,0.505
481739,0.0,120,0.5049689440993789
484739,0.0,120,0.5041152263374485
487739,0.0,120,0.5040899795501023
490739,0.0,120,0.5030487804878049
493739,0.0,120,0.503030303030303
496739,0.0,120,0.5036144578313253
499739,0.0,120,0.5035928143712575
502739,0.0,120,0.5033730158730159
505739,0.0,120,0.5035502958579882
508739,0.0,120,0.5037254901960785
511739,0.0,120,0.5035087719298246
514739,0.0,120,0.5038759689922481
517739,0.0,120,0.5036608863198458
520739,0.0,120,0.5030651340996168
523739,0.0,120,0.5015238095238095
526739,0.0,120,0.5018939393939394
529739,0.0,120,0.5024482109227872
532739,0.0,120,0.503370786516854
535739,0.0,120,0.5037243947858473
538739,0.0,120,0.5042592592592593
541739,0.0,120,0.503683241252302
544739,0.0,120,0.5038461538461538
547739,0.0,121,0.5032786885245901
550739,0.0,121,0.503804347826087
553739,0.0,121,0.5046846846846846
556739,0.0,121,0.5041218637992831
559739,0.0,121,0.503921568627451
562739,0.0,121,0.5042553191489362
565739,0.0,121,0.5047619047619047
568739,0.0,121,0.5045614035087719
571739,0.0,121,0.5050610820244328
