training_step, return
0,29.0
1,14.0
2,16.0
3,10.0
4,49.0
5,13.0
6,24.0
7,19.0
8,42.0
9,22.0
10,53.0
11,17.0
12,23.0
13,23.0
14,20.0
15,17.0
16,12.0
17,15.0
18,24.0
19,19.0
20,32.0
21,21.0
22,20.0
23,18.0
24,15.0
25,30.0
26,18.0
27,16.0
28,15.0
29,16.0
30,16.0
31,22.0
32,16.0
33,11.0
34,25.0
35,22.0
36,22.0
37,14.0
38,10.0
39,14.0
40,18.0
41,20.0
42,19.0
43,11.0
44,10.0
45,22.0
46,25.0
47,24.0
48,17.0
49,15.0
50,14.0
51,17.0
52,14.0
53,15.0
54,23.0
55,30.0
56,15.0
57,20.0
58,17.0
59,24.0
60,32.0
61,16.0
62,21.0
63,26.0
64,25.0
65,34.0
66,33.0
67,20.0
68,17.0
69,55.0
70,48.0
71,28.0
72,29.0
73,30.0
74,14.0
75,15.0
76,13.0
77,14.0
78,34.0
79,17.0
80,12.0
81,39.0
82,20.0
83,20.0
84,42.0
85,35.0
86,15.0
87,29.0
88,55.0
89,16.0
90,21.0
91,11.0
92,29.0
93,15.0
94,15.0
95,14.0
96,16.0
97,25.0
98,35.0
99,15.0
100,11.0
101,14.0
102,14.0
103,16.0
104,10.0
105,17.0
106,11.0
107,49.0
108,17.0
109,50.0
110,18.0
111,53.0
112,29.0
113,14.0
114,22.0
115,15.0
116,31.0
117,27.0
118,23.0
119,16.0
120,13.0
121,15.0
122,13.0
123,61.0
124,15.0
125,18.0
126,11.0
127,21.0
128,14.0
129,20.0
130,20.0
131,15.0
132,37.0
133,17.0
134,37.0
135,13.0
136,33.0
137,18.0
138,10.0
139,26.0
140,32.0
141,14.0
142,23.0
143,48.0
144,28.0
145,13.0
146,18.0
147,31.0
148,11.0
149,11.0
150,44.0
151,21.0
152,32.0
153,28.0
154,17.0
155,40.0
156,26.0
157,13.0
158,28.0
159,8.0
160,13.0
161,12.0
162,11.0
163,20.0
164,10.0
165,13.0
166,16.0
167,17.0
168,11.0
169,11.0
170,70.0
171,10.0
172,12.0
173,17.0
174,16.0
175,19.0
176,10.0
177,13.0
178,22.0
179,11.0
180,14.0
181,17.0
182,25.0
183,19.0
184,14.0
185,39.0
186,12.0
187,11.0
188,15.0
189,17.0
190,15.0
191,19.0
192,32.0
193,12.0
194,23.0
195,18.0
196,26.0
197,17.0
198,17.0
199,10.0
200,13.0
201,20.0
202,33.0
203,15.0
204,12.0
205,30.0
206,22.0
207,16.0
208,34.0
209,12.0
210,25.0
211,18.0
212,13.0
213,17.0
214,14.0
215,14.0
216,19.0
217,17.0
218,15.0
219,24.0
220,25.0
221,15.0
222,21.0
223,26.0
224,34.0
225,14.0
226,14.0
227,18.0
228,25.0
229,32.0
230,46.0
231,20.0
232,59.0
233,18.0
234,145.0
235,18.0
236,15.0
237,33.0
238,13.0
239,40.0
240,14.0
241,13.0
242,12.0
243,28.0
244,55.0
245,26.0
246,43.0
247,16.0
248,23.0
249,13.0
250,15.0
251,53.0
252,127.0
253,43.0
254,121.0
255,18.0
256,18.0
257,16.0
258,16.0
259,82.0
260,35.0
261,25.0
262,42.0
263,27.0
264,39.0
265,92.0
266,58.0
267,36.0
268,57.0
269,40.0
270,44.0
271,90.0
272,62.0
273,67.0
274,49.0
275,53.0
276,21.0
277,56.0
278,31.0
279,23.0
280,73.0
281,22.0
282,23.0
283,39.0
284,33.0
285,30.0
286,93.0
287,148.0
288,22.0
289,16.0
290,43.0
291,55.0
292,105.0
293,35.0
294,62.0
295,81.0
296,46.0
297,50.0
298,27.0
299,102.0
300,132.0
301,90.0
302,107.0
303,75.0
304,126.0
305,21.0
306,34.0
307,18.0
308,19.0
309,52.0
310,77.0
311,15.0
312,114.0
313,26.0
314,152.0
315,68.0
316,56.0
317,42.0
318,57.0
319,132.0
320,11.0
321,109.0
322,45.0
323,18.0
324,39.0
325,14.0
326,64.0
327,69.0
328,78.0
329,23.0
330,89.0
331,14.0
332,27.0
333,80.0
334,40.0
335,19.0
336,17.0
337,95.0
338,118.0
339,76.0
