training_step, return
0,18.0
1,16.0
2,27.0
3,53.0
4,14.0
5,13.0
6,14.0
7,16.0
8,18.0
9,20.0
10,22.0
11,27.0
12,52.0
13,17.0
14,11.0
15,18.0
16,17.0
17,12.0
18,13.0
19,17.0
20,23.0
21,42.0
22,44.0
23,26.0
24,14.0
25,31.0
26,16.0
27,63.0
28,16.0
29,17.0
30,19.0
31,18.0
32,18.0
33,26.0
34,19.0
35,37.0
36,29.0
37,20.0
38,20.0
39,24.0
40,30.0
41,20.0
42,21.0
43,40.0
44,24.0
45,47.0
46,14.0
47,15.0
48,17.0
49,16.0
50,30.0
51,14.0
52,63.0
53,28.0
54,49.0
55,16.0
56,15.0
57,11.0
58,19.0
59,23.0
60,16.0
61,41.0
62,16.0
63,24.0
64,53.0
65,23.0
66,12.0
67,59.0
68,11.0
69,20.0
70,19.0
71,51.0
72,10.0
73,17.0
74,12.0
75,14.0
76,11.0
77,12.0
78,18.0
79,31.0
80,34.0
81,31.0
82,10.0
83,12.0
84,15.0
85,12.0
86,13.0
87,27.0
88,13.0
89,20.0
90,32.0
91,42.0
92,24.0
93,9.0
94,12.0
95,27.0
96,75.0
97,11.0
98,13.0
99,25.0
100,14.0
101,11.0
102,13.0
103,48.0
104,15.0
105,27.0
106,22.0
107,23.0
108,14.0
109,42.0
110,28.0
111,14.0
112,14.0
113,39.0
114,21.0
115,17.0
116,11.0
117,16.0
118,17.0
119,12.0
120,13.0
121,19.0
122,23.0
123,11.0
124,33.0
125,28.0
126,17.0
127,14.0
128,16.0
129,25.0
130,26.0
131,11.0
132,15.0
133,27.0
134,13.0
135,12.0
136,25.0
137,17.0
138,42.0
139,10.0
140,20.0
141,39.0
142,12.0
143,20.0
144,10.0
145,13.0
146,20.0
147,16.0
148,12.0
149,31.0
150,13.0
151,9.0
152,18.0
153,12.0
154,15.0
155,9.0
156,26.0
157,39.0
158,19.0
159,30.0
160,23.0
161,13.0
162,21.0
163,11.0
164,17.0
165,15.0
166,9.0
167,13.0
168,14.0
169,12.0
170,27.0
171,18.0
172,38.0
173,11.0
174,18.0
175,11.0
176,16.0
177,17.0
178,25.0
179,22.0
180,10.0
181,32.0
182,14.0
183,12.0
184,20.0
185,15.0
186,17.0
187,12.0
188,13.0
189,20.0
190,13.0
191,19.0
192,12.0
193,23.0
194,15.0
195,25.0
196,32.0
197,18.0
198,12.0
199,11.0
200,24.0
201,25.0
202,15.0
203,19.0
204,11.0
205,12.0
206,10.0
207,19.0
208,11.0
209,22.0
210,25.0
211,16.0
212,17.0
213,67.0
214,33.0
215,15.0
216,14.0
217,18.0
218,19.0
219,24.0
220,15.0
221,31.0
222,23.0
223,12.0
224,33.0
225,13.0
226,18.0
227,22.0
228,11.0
229,11.0
230,20.0
231,19.0
232,17.0
233,30.0
234,30.0
235,14.0
236,10.0
237,17.0
238,23.0
239,11.0
240,24.0
241,19.0
242,18.0
243,17.0
244,25.0
245,48.0
246,79.0
247,18.0
248,12.0
249,39.0
250,10.0
251,14.0
252,12.0
253,51.0
254,26.0
255,14.0
256,15.0
257,12.0
258,65.0
259,20.0
260,19.0
261,44.0
262,35.0
263,36.0
264,42.0
265,27.0
266,17.0
267,59.0
268,44.0
269,13.0
270,15.0
271,13.0
272,21.0
273,39.0
274,10.0
275,10.0
276,11.0
277,14.0
278,12.0
279,25.0
280,18.0
281,15.0
282,17.0
283,31.0
284,15.0
285,11.0
286,9.0
287,34.0
288,17.0
289,15.0
290,18.0
291,17.0
292,21.0
293,15.0
294,16.0
295,16.0
296,26.0
297,17.0
298,36.0
299,11.0
300,14.0
301,16.0
302,14.0
303,13.0
304,8.0
305,27.0
306,31.0
307,43.0
308,32.0
309,12.0
310,57.0
311,23.0
312,14.0
313,9.0
314,11.0
315,13.0
316,19.0
317,39.0
318,93.0
319,26.0
320,20.0
321,18.0
322,27.0
323,40.0
324,14.0
325,20.0
326,26.0
327,10.0
328,17.0
329,12.0
330,27.0
331,47.0
332,15.0
333,35.0
334,11.0
335,27.0
336,23.0
337,14.0
338,125.0
339,78.0
340,21.0
341,11.0
342,62.0
343,65.0
344,10.0
345,53.0
346,11.0
347,27.0
348,53.0
349,73.0
350,17.0
351,45.0
352,10.0
353,17.0
354,14.0
355,15.0
356,42.0
357,83.0
358,55.0
359,142.0
360,35.0
361,113.0
362,124.0
363,150.0
364,40.0
365,78.0
366,9.0
367,98.0
368,16.0
369,31.0
370,152.0
371,39.0
372,69.0
373,101.0
374,42.0
375,154.0
376,159.0
377,200.0
378,89.0
379,74.0
380,14.0
381,43.0
382,33.0
383,157.0
384,27.0
385,185.0
386,66.0
387,157.0
388,83.0
389,17.0
390,94.0
391,96.0
392,36.0
393,62.0
394,19.0
395,39.0
396,36.0
397,153.0
398,67.0
399,200.0
400,109.0
401,93.0
402,138.0
403,100.0
404,39.0
405,48.0
406,113.0
407,56.0
408,70.0
409,52.0
410,25.0
411,177.0
412,101.0
413,102.0
