training_step, return
1112,0.0
1221,0.0
1351,0.0
1544,0.0
1609,0.0
1750,0.0
1872,0.0
1990,0.0
2178,0.0
2684,0.0
3226,0.0
3402,0.0
3588,0.0
3754,0.0
3899,0.0
4198,0.0
4374,2.0
4486,0.0
4650,0.0
4894,0.0
4998,1.0
5053,3.0
5612,0.0
5702,0.0
6133,0.0
6207,0.0
6335,0.0
6455,0.0
6676,0.0
6792,1.0
6938,2.0
6998,0.0
7174,0.0
7253,0.0
7514,0.0
7993,0.0
8215,0.0
8320,0.0
8401,2.0
8628,0.0
8727,2.0
8780,0.0
9033,2.0
9395,0.0
9456,0.0
9850,0.0
9980,0.0
10156,0.0
10204,0.0
10524,0.0
10604,0.0
10747,2.0
11070,0.0
11269,0.0
11370,0.0
11581,0.0
11657,0.0
11877,1.0
12199,2.0
12353,0.0
12504,2.0
12717,0.0
12782,2.0
12983,0.0
13126,2.0
13249,0.0
13392,0.0
13539,0.0
13599,2.0
13853,0.0
14034,0.0
14299,0.0
14730,2.0
14904,0.0
15096,0.0
15368,0.0
15504,0.0
15862,2.0
15984,1.0
16035,1.0
16213,2.0
16266,0.0
16485,2.0
16563,0.0
16648,4.0
17080,0.0
17330,0.0
17615,0.0
17712,0.0
17880,2.0
17940,0.0
18224,2.0
18443,2.0
18507,2.0
18751,0.0
19047,2.0
19096,2.0
19330,2.0
19636,2.0
19900,2.0
20097,0.0
20210,2.0
20452,2.0
20515,2.0
20681,0.0
20777,2.0
21346,2.0
21650,2.0
21896,2.0
21934,2.0
22127,2.0
22216,2.0
22531,3.0
22746,3.0
22957,0.0
23043,2.0
23255,0.0
23367,2.0
23657,2.0
23855,2.0
24130,2.0
24476,2.0
24547,2.0
24980,2.0
25112,3.0
25237,2.0
25307,3.0
25591,0.0
25729,3.0
25866,2.0
26154,0.0
26488,2.0
26624,0.0
27078,3.0
27275,2.0
27364,3.0
27594,2.0
27742,2.0
27871,2.0
28112,0.0
28166,2.0
28682,3.0
28893,3.0
29024,3.0
29150,0.0
29272,2.0
29289,2.0
29512,5.0
29543,0.0
30412,2.0
30552,0.0
30661,2.0
30738,3.0
30902,2.0
31042,2.0
31166,2.0
31291,2.0
31844,2.0
32325,0.0
32468,3.0
32561,2.0
32750,3.0
32983,3.0
33144,4.0
33225,3.0
33504,0.0
33603,0.0
33862,2.0
34178,0.0
34410,3.0
34996,2.0
35513,2.0
35618,2.0
35734,3.0
35872,2.0
36230,3.0
36254,4.0
36425,2.0
36787,0.0
36998,2.0
37055,3.0
37532,2.0
37571,3.0
37671,3.0
37896,2.0
38165,2.0
38289,3.0
38318,3.0
38672,2.0
38773,2.0
39004,2.0
39429,2.0
39550,2.0
39949,3.0
40175,2.0
40346,3.0
40682,2.0
40778,2.0
41081,3.0
41277,2.0
41380,0.0
41438,2.0
41560,2.0
41795,2.0
41807,0.0
41957,2.0
