training_step, return
3519,80.0
4204,140.0
5329,200.0
5528,240.0
5704,140.0
5813,180.0
6990,200.0
7333,60.0
8677,100.0
9502,140.0
10277,400.0
12806,160.0
13130,340.0
13424,200.0
14056,240.0
14301,240.0
15694,240.0
16940,120.0
17815,540.0
18241,160.0
18533,260.0
18628,260.0
21177,200.0
22914,320.0
23131,220.0
23732,160.0
24529,420.0
25373,180.0
26509,360.0
26854,280.0
27170,400.0
30062,220.0
30508,160.0
31647,160.0
31903,280.0
32780,300.0
35566,480.0
36177,340.0
38080,180.0
38520,460.0
39816,340.0
42561,520.0
43179,420.0
44030,540.0
45348,280.0
45871,380.0
47045,260.0
51296,280.0
51713,660.0
52193,120.0
52823,440.0
53017,620.0
53561,320.0
55497,440.0
57187,440.0
60181,240.0
61518,380.0
61934,380.0
62619,460.0
64195,400.0
66915,440.0
67075,580.0
67567,440.0
68425,340.0
70188,320.0
71730,360.0
71860,360.0
75168,300.0
75507,420.0
77764,360.0
80973,520.0
81080,340.0
81598,480.0
82451,620.0
84279,500.0
86476,440.0
88943,540.0
91779,360.0
92125,580.0
92325,460.0
92454,440.0
94984,600.0
95662,440.0
97185,360.0
98608,220.0
100570,300.0
100982,580.0
101127,380.0
104289,400.0
104539,460.0
106436,340.0
109967,480.0
110842,420.0
111134,580.0
112319,480.0
112718,300.0
113442,500.0
113796,360.0
115593,440.0
119444,300.0
121060,300.0
121139,400.0
122354,520.0
122863,300.0
123823,460.0
124004,480.0
127815,660.0
131457,400.0
132096,320.0
135509,620.0
135907,680.0
137452,600.0
137874,660.0
139207,620.0
142857,440.0
143182,300.0
143527,500.0
144284,660.0
145005,220.0
146706,340.0
147838,460.0
152094,360.0
154736,680.0
154867,500.0
155545,480.0
157050,380.0
157639,540.0
159465,580.0
160280,560.0
160984,240.0
161702,240.0
162476,460.0
163901,280.0
165405,160.0
165753,240.0
167215,480.0
168131,240.0
169452,560.0
170081,220.0
172721,280.0
173594,140.0
173767,420.0
173939,320.0
174137,520.0
176565,400.0
177332,320.0
177452,400.0
181287,280.0
182449,120.0
182759,200.0
182935,380.0
184336,420.0
185241,560.0
185633,260.0
186001,520.0
189989,240.0
190172,280.0
190576,380.0
191389,220.0
192858,240.0
