training_step, return
0,35.0
1,14.0
2,14.0
3,36.0
4,24.0
5,38.0
6,19.0
7,12.0
8,27.0
9,26.0
10,9.0
11,27.0
12,17.0
13,40.0
14,21.0
15,76.0
16,12.0
17,22.0
18,11.0
19,28.0
20,14.0
21,14.0
22,13.0
23,24.0
24,14.0
25,9.0
26,10.0
27,10.0
28,11.0
29,26.0
30,12.0
31,18.0
32,75.0
33,17.0
34,34.0
35,14.0
36,17.0
37,30.0
38,11.0
39,15.0
40,40.0
41,27.0
42,29.0
43,15.0
44,24.0
45,12.0
46,16.0
47,13.0
48,10.0
49,13.0
50,21.0
51,28.0
52,24.0
53,14.0
54,35.0
55,36.0
56,25.0
57,10.0
58,11.0
59,61.0
60,12.0
61,21.0
62,11.0
63,19.0
64,35.0
65,14.0
66,22.0
67,15.0
68,10.0
69,9.0
70,26.0
71,17.0
72,39.0
73,36.0
74,18.0
75,24.0
76,17.0
77,26.0
78,9.0
79,16.0
80,14.0
81,64.0
82,29.0
83,12.0
84,24.0
85,15.0
86,12.0
87,9.0
88,16.0
89,18.0
90,17.0
91,31.0
92,15.0
93,14.0
94,12.0
95,30.0
96,20.0
97,14.0
98,13.0
99,56.0
100,38.0
101,9.0
102,27.0
103,10.0
104,13.0
105,19.0
106,30.0
107,16.0
108,19.0
109,27.0
110,14.0
111,15.0
112,48.0
113,31.0
114,9.0
115,21.0
116,27.0
117,30.0
118,12.0
119,20.0
120,20.0
121,11.0
122,17.0
123,11.0
124,26.0
125,41.0
126,14.0
127,16.0
128,14.0
129,26.0
130,11.0
131,13.0
132,31.0
133,26.0
134,70.0
135,22.0
136,12.0
137,33.0
138,26.0
139,17.0
140,21.0
141,33.0
142,18.0
143,10.0
144,10.0
145,11.0
146,13.0
147,13.0
148,12.0
149,29.0
150,30.0
151,15.0
152,32.0
153,45.0
154,31.0
155,11.0
156,17.0
157,17.0
158,17.0
159,55.0
160,17.0
161,46.0
162,16.0
163,22.0
164,11.0
165,11.0
166,35.0
167,12.0
168,11.0
169,47.0
170,36.0
171,14.0
172,20.0
173,86.0
174,23.0
175,27.0
176,32.0
177,15.0
178,15.0
179,17.0
180,28.0
181,53.0
182,15.0
183,47.0
184,36.0
185,31.0
186,24.0
187,64.0
188,32.0
189,33.0
190,42.0
191,53.0
192,45.0
193,33.0
194,108.0
195,69.0
196,140.0
197,8.0
198,10.0
199,28.0
200,33.0
201,14.0
202,23.0
203,23.0
204,12.0
205,43.0
206,23.0
207,27.0
208,86.0
209,22.0
210,119.0
211,31.0
212,163.0
213,33.0
214,148.0
215,30.0
216,54.0
217,63.0
218,135.0
219,13.0
220,173.0
221,47.0
222,150.0
223,146.0
224,110.0
225,113.0
226,113.0
227,35.0
228,38.0
229,133.0
230,114.0
231,102.0
232,200.0
233,111.0
234,175.0
235,200.0
236,81.0
237,200.0
238,141.0
239,26.0
240,200.0
241,200.0
242,200.0
243,200.0
244,200.0
245,132.0
246,115.0
247,200.0
248,104.0
249,106.0
250,200.0
251,200.0
252,200.0
253,96.0
254,108.0
255,83.0
256,119.0
257,80.0
258,95.0
259,200.0
260,152.0
261,200.0
262,200.0
263,200.0
264,200.0
265,200.0
266,125.0
267,106.0
268,128.0
269,200.0
270,50.0
271,144.0
272,200.0
273,25.0
274,79.0
275,126.0
276,108.0
277,144.0
278,122.0
279,139.0
280,200.0
281,187.0
282,200.0
283,142.0
284,165.0
285,200.0
286,127.0
287,44.0
288,138.0
289,200.0
290,88.0
291,200.0
292,200.0
293,200.0
294,95.0
295,200.0
296,107.0
297,117.0
298,37.0
299,136.0
300,179.0
301,200.0
302,170.0
303,200.0
304,187.0
305,200.0
306,155.0
307,166.0
308,154.0
309,153.0
310,192.0
311,139.0
312,112.0
313,134.0
314,200.0
315,163.0
316,157.0
317,138.0
318,200.0
319,150.0
320,160.0
321,16.0
322,200.0
323,160.0
324,17.0
325,45.0
326,113.0
327,200.0
328,107.0
329,200.0
330,196.0
331,126.0
332,188.0
333,123.0
334,143.0
335,200.0
336,145.0
337,142.0
338,73.0
339,142.0
340,62.0
341,130.0
342,103.0
343,186.0
344,139.0
345,124.0
346,179.0
347,67.0
348,180.0
349,140.0
350,78.0
351,12.0
352,120.0
353,82.0
354,137.0
355,131.0
356,154.0
357,146.0
358,116.0
359,109.0
360,126.0
361,165.0
362,93.0
363,144.0
364,120.0
365,139.0
366,40.0
367,134.0
368,120.0
369,142.0
370,200.0
371,94.0
372,174.0
373,171.0
374,108.0
375,159.0
376,89.0
377,142.0
378,137.0
379,53.0
380,96.0
381,111.0
382,126.0
383,125.0
384,115.0
385,106.0
386,120.0
387,53.0
388,48.0
389,84.0
390,130.0
391,200.0
392,170.0
393,124.0
394,79.0
395,197.0
396,60.0
397,142.0
398,110.0
399,30.0
400,195.0
401,131.0
402,118.0
403,20.0
404,42.0
405,143.0
406,110.0
407,27.0
408,128.0
409,200.0
410,111.0
411,190.0
412,158.0
413,151.0
414,123.0
415,132.0
416,188.0
417,108.0
418,116.0
419,91.0
420,49.0
421,143.0
422,120.0
423,30.0
424,100.0
425,200.0
426,118.0
427,117.0
428,124.0
429,89.0
430,127.0
431,129.0
432,47.0
433,200.0
434,114.0
435,112.0
436,138.0
437,56.0
438,144.0
439,12.0
440,109.0
441,45.0
442,200.0
443,144.0
444,130.0
445,85.0
446,133.0
447,104.0
448,111.0
449,125.0
450,142.0
451,185.0
452,134.0
453,17.0
454,68.0
455,152.0
456,100.0
457,182.0
458,102.0
459,20.0
460,22.0
461,107.0
462,200.0
463,200.0
464,148.0
465,187.0
466,121.0
467,103.0
468,109.0
469,136.0
470,144.0
471,14.0
472,130.0
473,107.0
474,36.0
475,108.0
476,157.0
477,42.0
478,59.0
479,23.0
480,123.0
481,185.0
482,194.0
483,34.0
484,32.0
485,114.0
486,166.0
487,142.0
488,103.0
489,114.0
490,183.0
491,143.0
492,33.0
493,13.0
494,16.0
495,111.0
496,91.0
497,58.0
498,124.0
499,78.0
500,72.0
501,142.0
502,105.0
503,142.0
504,106.0
505,118.0
506,127.0
507,135.0
508,129.0
509,185.0
510,162.0
511,124.0
512,165.0
513,105.0
514,200.0
515,78.0
516,101.0
517,170.0
518,101.0
519,147.0
520,112.0
521,200.0
522,119.0
523,130.0
524,134.0
525,164.0
526,200.0
527,128.0
528,142.0
529,200.0
530,200.0
531,101.0
532,132.0
533,200.0
534,180.0
535,184.0
536,62.0
537,200.0
538,200.0
539,117.0
540,27.0
541,160.0
542,131.0
543,44.0
544,181.0
545,144.0
546,44.0
547,200.0
548,20.0
549,200.0
550,200.0
551,177.0
552,146.0
553,53.0
554,174.0
555,74.0
556,200.0
557,137.0
558,144.0
559,200.0
560,152.0
561,130.0
562,200.0
563,169.0
564,150.0
565,37.0
566,122.0
567,134.0
568,177.0
569,153.0
570,126.0
571,151.0
572,153.0
573,200.0
574,200.0
575,132.0
576,200.0
577,109.0
578,154.0
579,140.0
580,145.0
581,151.0
582,150.0
583,175.0
584,200.0
585,200.0
586,200.0
587,200.0
588,200.0
589,200.0
590,153.0
591,133.0
592,99.0
593,162.0
594,200.0
595,79.0
596,200.0
597,200.0
598,79.0
599,140.0
600,138.0
601,69.0
602,135.0
603,200.0
604,153.0
605,147.0
606,138.0
607,131.0
608,200.0
609,172.0
610,74.0
611,147.0
612,200.0
613,124.0
614,157.0
615,161.0
616,151.0
617,179.0
618,127.0
619,199.0
620,200.0
621,150.0
622,116.0
623,200.0
624,200.0
625,55.0
626,184.0
627,164.0
628,200.0
629,200.0
630,200.0
631,123.0
632,200.0
633,200.0
634,200.0
635,89.0
636,184.0
637,200.0
638,144.0
639,200.0
640,110.0
641,200.0
642,200.0
643,200.0
644,186.0
645,200.0
646,200.0
647,148.0
648,200.0
649,123.0
650,76.0
651,200.0
652,200.0
653,176.0
654,200.0
655,127.0
656,78.0
657,150.0
658,193.0
659,200.0
660,113.0
661,200.0
662,180.0
663,108.0
664,76.0
665,200.0
666,109.0
667,200.0
668,155.0
669,200.0
670,148.0
671,153.0
672,164.0
673,99.0
674,152.0
675,200.0
676,184.0
677,200.0
678,200.0
679,200.0
680,200.0
681,200.0
682,121.0
683,105.0
684,200.0
685,200.0
686,126.0
687,132.0
688,66.0
689,104.0
690,166.0
691,128.0
692,200.0
693,200.0
694,200.0
695,200.0
696,164.0
697,107.0
698,154.0
699,101.0
700,167.0
701,200.0
702,200.0
703,14.0
704,197.0
705,142.0
706,200.0
707,114.0
708,200.0
709,200.0
710,177.0
711,183.0
712,186.0
713,141.0
714,166.0
715,137.0
716,70.0
717,165.0
718,200.0
719,200.0
720,200.0
721,200.0
722,152.0
723,182.0
724,138.0
725,151.0
726,20.0
727,121.0
728,54.0
729,200.0
730,128.0
731,160.0
732,172.0
733,200.0
734,174.0
735,200.0
736,154.0
737,177.0
738,129.0
739,155.0
740,200.0
741,200.0
742,200.0
743,151.0
